,key,count
2891,行医,3
2689,刺激,3
5417,一看,3
5418,身上,3
5419,蜀黍,3
5422,然后,3
732,强拆,3
5534,行拘,3
2878,中招,3
6933,巨贪,3
7019,大案,3
6938,茅台,3
7012,选择,3
3119,追踪,3
3121,受审,3
5296,无耻,3
573,班级,3
5152,截瘫,3
5153,多万元,3
3356,绵阳,3
3355,觉得,3
5159,热线,3
2290,双开,3
5164,湛江,3
5735,头目,3
2300,最牛,3
2301,违章,3
852,数据,3
2307,遭到,3
2309,巴掌,3
7199,邳州,3
2313,夫妻俩,3
528,无处,3
187,因车祸,3
3324,呼伦贝尔,3
849,金戒指,3
2324,景区,3
5184,儿媳,3
3312,立即,3
3311,中队,3
8441,不要命,3
5187,面对,3
6769,猪瘟,3
5151,高位,3
3366,频发,3
2249,抚州,3
497,高空,3
6741,官官相护,3
2233,斑马线,3
6742,创动,3
6743,自动化,3
5774,拖欠工资,3
6745,状告,3
2239,撞车,3
8380,濮阳,3
3399,微商,3
507,曾任,3
2250,一户,3
8397,毒驾,3
5140,杀手,3
870,检方,3
3391,冒用,3
3389,名牌,3
3380,取消,3
1772,报道,3
7221,射杀,3
513,原副,3
3376,这件,3
7219,劫持,3
5750,大量,3
2333,近日,3
3304,位置,3
535,白天,3
8531,公益,3
3207,大面积,3
559,学员,3
2409,农田,3
3204,周刊,3
3202,分行,3
5249,下水道,3
3195,最后,3
2422,致使,3
3184,假装,3
5258,梅城,3
147,代价,3
3168,沙特,3
2401,内江,3
568,红旗,3
813,带来,3
2437,已经,3
2441,拖车,3
8978,别车,3
803,嫌疑,3
3133,街道,3
6834,久久,3
3130,赔款,3
3129,判他,3
801,盘查,3
558,一般,3
2400,抢劫案,3
3295,华裔,3
2369,卷土重来,3
833,打伤,3
2348,今晨,3
5197,微博,3
537,今起,3
3281,撞倒,3
2354,监察,3
3278,常德,3
2359,赣榆,3
3274,货物,3
3271,小轿车,3
2363,人寿,3
3259,之中,3
6811,权健,3
3252,铁路,3
7166,咬伤,3
2377,老伯,3
3242,先后,3
3238,连云港,3
2385,死伤,3
2386,永州,3
7159,终于,3
2390,夏季,3
5231,爆炸声,3
3221,诱导,3
7994,象牙,3
950,权力,3
7992,包装,3
4221,卡车,3
1536,网贷,3
4212,妇女,3
4693,烈焰,3
4208,载有,3
1548,即将,3
6167,后妈,3
6431,信息网,3
4696,西藏,3
4196,多岁,3
7870,枉法,3
6434,伤人,3
1559,江门,3
6158,通告,3
4190,后果,3
322,抢救无效,3
4704,离开,3
4184,睡着,3
1535,合同,3
1142,行窃,3
4075,重重,3
35,无锡,3
223,参加,3
4280,中学生,3
6210,允许,3
221,这位,3
1169,侦破,3
6200,电死,3
4255,秦皇岛,3
299,挑衅,3
301,常州,3
217,行业,3
1149,纵火烧,3
4681,累计,3
1516,她们,3
6183,同一,3
304,一周,3
4230,澳洲,3
4227,僵尸,3
4707,轮胎,3
1122,商洛,3
1121,强降雨,3
4172,怀疑,3
6118,工具,3
4126,河津,3
4120,动态,3
1643,墨西哥,3
1651,上市公司,3
7896,钱色,3
4107,两天,3
355,银行卡,3
4095,水利,3
356,用于,3
6494,街电,3
4724,危急,3
1089,新娘,3
1676,争议,3
7905,退休,3
1678,巨大,3
4730,北部,3
4716,目击者,3
4140,黑烟,3
1099,你家,3
1598,人命,3
6146,整容,3
1114,缓刑,3
1112,狱友,3
4160,偷梁换柱,3
1593,不怕,3
1594,中铁,3
6451,校方,3
4154,找出,3
4141,滚滚,3
1603,镇雄,3
4153,引产,3
1606,中断,3
4151,知情,3
4150,毫不,3
6459,击毙,3
6129,集中,3
4294,刀片,3
7813,施工,3
4297,主人,3
4404,绍兴,3
4472,半小时,3
1243,更新,3
4461,导航,3
1241,利息,3
4562,除了,3
6278,返乡,3
4446,潍坊,3
4576,电线,3
1346,主要,3
4441,试衣,3
1348,孙子,3
1350,身体,3
4580,大风,3
4427,路虎,3
1236,数字,3
265,办案,3
4595,惊恐,3
4552,大棚,3
4479,奶奶,3
4482,泰州,3
1296,漯河,3
4526,校服,3
4524,人行道,3
6305,牟利,3
4535,照片,3
1264,婴儿,3
1261,骗人,3
4504,刹车,3
1297,职业,3
1311,为名,3
4500,同事,3
4499,驾校,3
4497,商铺,3
4496,沿街,3
1303,不断,3
4494,慢点,3
4546,数十,3
1374,楼下,3
1376,一中,3
292,市长,3
4399,动手,3
1189,正在,3
7785,保定,3
7791,把持,3
7793,治安,3
4324,奔驰,3
4323,保时捷,3
287,中暑,3
1449,风险,3
4640,只有,3
1183,那些,3
7801,支书,3
1181,丧尽天良,3
1459,航班,3
4306,德州,3
4303,侄女,3
7808,偷工减料,3
4646,洪水,3
1190,宿舍,3
4627,路面,3
4344,火灾事故,3
4364,蚌埠,3
4389,得手,3
6246,加拿大,3
4376,骨折,3
7758,马艺妮,3
7760,性丑闻,3
1210,突现,3
1412,共享,3
1414,拘役,3
282,多起,3
7767,尺度,3
1205,叫停,3
4349,腾讯网,3
1426,横穿马路,3
1427,大客车,3
4347,闪爆,3
1429,倒地不起,3
7523,价格,3
303,走失,3
153,九江,3
28,洒水车,3
1075,黄金,3
4737,滨州市,3
3994,豪宅,3
7941,愿意,3
1721,驴友,3
1749,交通肇事,3
6511,心机,3
4063,自来水,3
4032,制假,3
377,馒头,3
4055,发作,3
4775,边境,3
1079,欲跳楼,3
1756,列车,3
4772,山火,3
372,三无,3
1731,亟待,3
4028,开房,3
6539,培训,3
6037,惨痛,3
369,天价,3
4034,火车票,3
7945,五个,3
1732,清理,3
7977,的士,3
7931,天理,3
1708,陆丰,3
3967,白酒,3
1062,逃亡,3
4026,上百人,3
4780,楼顶,3
1069,销售,3
1685,禁止,3
1735,不仅,3
387,不会,3
7753,举报信,2
8576,中国籍,2
7492,太坑,2
3100,法规,2
4379,雪天,2
8032,工资,2
4365,致其,2
4383,心梗,2
3120,出庭,2
4381,受损,2
3116,冲动,2
3910,一只,2
4384,独自,2
4378,大巴车,2
3915,又现,2
8573,跨国,2
7762,聊天记录,2
55,追缴,2
5302,水泥地,2
4371,顺德,2
4609,阳台,2
4835,蹊跷,2
4610,流落,2
4608,北路,2
4611,看后,2
5300,来袭,2
7491,华夏,2
7759,宋思睿,2
3112,损伤,2
3997,前夫,2
8029,河池,2
578,支付宝,2
4366,结冰,2
7752,一封,2
4602,火中,2
8577,实习生,2
8578,水道,2
3059,赚客,2
5330,忽视,2
8603,自救,2
4405,白色,2
8604,承德,2
7740,分期,2
7739,医美,2
8608,丽水,2
3049,北京地铁,2
5335,引燃,2
3044,逼停,2
3043,的话,2
3042,戳穿,2
3041,受骗,2
4409,撞断,2
600,身份证号,2
3035,全是,2
3034,油箱,2
4411,看望,2
4413,翼城,2
3026,昨日,2
3060,北京市,2
3061,密云,2
3919,启示,2
7095,检举,2
7750,公寓,2
5311,安全隐患,2
4391,雨中,2
5312,出去,2
584,处分,2
7747,国资委,2
3081,自首,2
4601,十多,2
4396,长途客车,2
3077,高手,2
5329,防水,2
587,窝案,2
3074,爆款,2
7612,奚晓明,2
3071,壮阳药,2
7613,勾结,2
5326,蛇形,2
4834,淹没,2
7090,基层,2
4401,横幅,2
203,挖掘机,2
5290,买烟,2
7110,抽检,2
8505,假酒,2
3223,价值,2
202,法人,2
3218,艺术品,2
7151,经济损失,2
5242,娇妻,2
4767,事儿,2
4860,一小,2
4858,侵袭,2
4855,烤火,2
8504,制售,2
4851,公斤,2
7111,饮具,2
3208,烫伤,2
7592,货船,2
7594,沉没,2
4334,启动,2
7952,子女,2
3203,副行长,2
3892,龙岩,2
3201,中国银行,2
5247,阿婆,2
4009,生态环境,2
552,楼房,2
5232,传出,2
7585,反馈,2
4317,离家出走,2
8470,法拉利,2
5212,上阵,2
4304,赔偿金,2
7426,康姿百德,2
7171,亲戚,2
7169,粗暴,2
4308,出租房,2
3250,识破,2
7427,故弄玄虚,2
8481,卷入,2
7804,窜改,2
3245,岂能,2
544,认错,2
7802,言语,2
3241,是因为,2
5224,成堆,2
5225,臭气熏天,2
7950,看不下去,2
4315,桥面,2
8065,宁远县,2
547,谁家,2
5248,面馆,2
7595,下落不明,2
3196,来不及,2
5280,跨省,2
3149,被诉,2
571,水痘,2
4351,癫痫,2
4617,健身,2
3144,演技,2
3143,五星,2
3141,三次,2
3140,人民币,2
3139,维卡币,2
3134,呼吸,2
4616,冬天,2
4615,漫天要价,2
8555,中方,2
3024,挽救,2
4360,美军,2
7451,医大,2
8034,山西省,2
7112,监督,2
276,民众,2
4612,清楚,2
5293,小事,2
8545,受贿案,2
278,前往,2
4007,关键,2
3155,萝卜,2
8512,合同诈骗,2
566,重视,2
7782,明星,2
4340,好好,2
5255,不管,2
7597,海域,2
7598,广元,2
3181,礼花,2
3175,丧心病狂,2
7955,江河,2
7131,评级,2
3901,队长,2
184,耍赖,2
4841,联系,2
5272,蒙城,2
3905,世界杯,2
3161,逃避,2
3160,涉赌,2
5275,扔进,2
8036,院长,2
183,教科书,2
5349,荷花,2
3013,有些,2
3022,一处,2
2853,招摇撞骗,2
4492,一片狼藉,2
7010,儿女,2
4493,雨雪,2
2859,鱼虾,2
4790,回忆,2
2858,几十万,2
7682,付款,2
3941,晚上,2
2856,养殖池,2
653,水泥,2
7979,几乎,2
3938,迅速,2
5439,指责,2
4498,晋江,2
7480,揭秘,2
4816,德庆,2
656,掉落,2
657,枣庄,2
7476,焦作,2
5446,自贡,2
7680,并且,2
4815,枪手,2
2861,死光,2
2862,分享,2
8626,打断,2
4481,山穷水尽,2
4474,堵车,2
4554,显示,2
2889,福利,2
2888,侵占,2
4553,三百万,2
3980,突遭,2
7024,一个多月,2
4821,皇帝,2
4551,葡萄,2
2882,湖南省,2
2879,类似,2
4490,重型,2
2877,礼品,2
4485,点多,2
2876,扫码,2
4486,高新区,2
2872,当成,2
8717,以后,2
7458,爆光,2
5432,娶妻生子,2
7684,牺牲,2
7013,辞职,2
4542,乱放,2
2835,违约,2
2834,短短,2
7659,扣费,2
7987,垄断,2
670,大街,2
6983,执法人员,2
4518,驾致,2
673,通行,2
7668,通知,2
6979,沧州,2
6978,公安分局,2
6976,督察,2
4520,碰撞,2
6975,一刻,2
7475,桃花,2
8772,白车,2
2782,忽然,2
2781,头顶,2
157,桥墩,2
5478,霸屏,2
2777,获救,2
5479,提现,2
7664,竟敢,2
6973,代驾,2
6971,贪玩,2
2798,随便,2
8760,沃尔沃,2
2800,茂名,2
2801,撞人后,2
8740,贩卖毒品,2
4540,连环撞,2
2831,噩耗,2
6999,挣钱,2
2828,多年,2
4509,魔鬼,2
2825,新华社,2
4512,朝天,2
2824,故事,2
8745,和解,2
2818,爆出,2
4811,巴西,2
2816,批发市场,2
6,真能,2
4513,车头,2
7655,商场,2
8754,甩客,2
2808,怨声载道,2
2806,开门,2
2804,水饺,2
3950,叙利亚,2
8705,淫秽,2
7025,方式,2
8702,隧道,2
60,冷汗,2
4436,一查,2
2989,母婴,2
4438,车轮下,2
2981,灭口,2
2979,上海市,2
5375,堵路,2
4786,机电,2
8655,航行,2
2974,身边,2
4439,聚焦,2
4828,漏水,2
8665,瓦努阿图,2
7974,南充,2
2970,随意,2
3926,一片,2
5383,厕所,2
8662,森林,2
7046,当天,2
5385,何时,2
3927,晕倒,2
252,不堪,2
8020,公款吃喝,2
608,监测,2
3988,靖远县,2
4582,救起,2
5366,黑手,2
7736,商旅,2
3019,婚恋,2
3018,现假,2
4831,伊拉克,2
3015,粮食,2
8465,万买,2
7071,还款,2
5354,管道,2
7735,出行,2
260,权利,2
3922,教育局,2
4589,弥漫,2
4426,临汾,2
3009,眼看,2
8633,搭载,2
4782,所致,2
3002,租车,2
7723,佣人,2
3000,转正,2
7062,虚构,2
2996,中竟,2
2961,共同,2
4572,椒江,2
644,浦口区,2
4468,哥伦比亚,2
2931,想要,2
8680,合资,2
2929,护士,2
7701,债务纠纷,2
8681,车壳,2
8682,易拉罐,2
4463,上学,2
4561,认为,2
2922,不少,2
2921,妇产医院,2
8689,小孩,2
7636,漂移,2
5407,攻击,2
5408,华女,2
4469,篮球队,2
2909,十五,2
4825,修理,2
635,通许,2
2905,维修,2
643,南京市,2
8697,专偷,2
7696,重要,2
2932,账号,2
163,敲诈,2
4826,万科,2
3982,云霄,2
618,审核,2
4569,龙华,2
8666,群岛,2
2955,莆田,2
5386,劣质,2
2952,网警,2
4454,红绿灯,2
2950,及时发现,2
2949,幸亏,2
2947,拖走,2
7044,靖江,2
4564,妹妹,2
2944,猖狂,2
5391,缅甸,2
8673,几年,2
4563,人类,2
2938,怎样,2
5394,一件,2
7040,审计,2
204,权属,2
2934,差价,2
8468,退款,2
3758,一群,2
3268,降级,2
3578,认识,2
7299,说好,2
3587,检察机关,2
334,网游,2
7297,没拿到,2
3585,三名,2
4144,未成,2
4145,还成,2
4918,市区,2
333,沉迷,2
4147,极速,2
3577,终生,2
3787,换来,2
7393,真正,2
4148,车伤,2
4149,人弃,2
7293,狼狈为奸,2
8278,津巴布韦,2
7290,坚决,2
3569,同样,2
7289,官场,2
7288,国资,2
4747,墨尔本,2
4142,怪事,2
5034,孙女,2
3593,暗藏,2
3780,声称,2
3773,吃货,2
4127,电热毯,2
3613,案开庭,2
8252,最终,2
7309,徒弟,2
4720,融创,2
7308,交给,2
7893,电子,2
4132,整整,2
7307,宝贝,2
456,养母,2
3774,海鲜,2
343,昆山,2
7304,雇主,2
8141,贫困,2
4136,维州,2
3599,时隔,2
7533,贫困县,2
4139,寺庙,2
370,进口,2
371,家具,2
4152,哭求,2
8132,之名,2
385,大丰,2
5072,搅拌站,2
5065,厨房,2
5066,原来,2
4162,做案,2
4163,省外,2
8303,抵押,2
4047,石墩,2
4164,遥控,2
3528,藤县,2
3526,掐死,2
4165,人均,2
4166,上吐下泻,2
8284,受了伤,2
5073,躲过,2
3517,傍上,2
3516,龙网,2
4167,婚外情,2
3514,查出,2
4168,砍伤,2
4169,抱起,2
3513,保监会,2
3511,揪出,2
4752,一栋,2
3537,观点,2
4713,面目全非,2
7277,侵吞公款,2
4750,商店,2
412,砖厂,2
3564,陆川,2
4155,马兰,2
3562,裙子,2
5052,鼻子,2
5053,看着,2
3559,性骚扰,2
3558,滴滴,2
332,科长,2
4157,孔祥全,2
3553,打击,2
6313,罪犯,2
7284,万美元,2
7283,试图,2
4158,贪污腐败,2
4159,合阳,2
7278,宋兆儒,2
469,八项,2
3542,将近,2
4748,继续,2
4913,居住,2
4125,灾害,2
3625,罚没,2
3627,四年,2
432,周围,2
4954,劝阻,2
4955,武馆,2
4722,看不见,2
3717,误伤,2
4960,打车,2
4962,排入,2
8187,云阳,2
7358,阳光,2
3709,案情,2
4067,吞噬,2
3706,铲车,2
5012,醒来,2
7514,信用,2
7355,欺压百姓,2
7353,德国,2
4097,渗漏,2
3698,全程,2
8198,庄河,2
4098,灌满,2
4974,海龟,2
4099,百亩,2
4100,人工湖,2
3728,伤势,2
8149,岛内,2
7368,亲儿子,2
4071,一度,2
8155,瑞安,2
3756,悲哀,2
7909,日报,2
3753,审判,2
3752,渎职,2
4934,过后,2
7907,变味,2
7374,客机,2
4939,江北,2
4940,见闻,2
4073,消防设施,2
8152,套房,2
4941,满载,2
8151,高呼,2
3739,回复,2
357,洗钱,2
7526,黑作坊,2
8169,面目,2
7369,不止一次,2
4727,痕迹,2
4089,烟头,2
4721,摩天轮,2
7347,恶毒,2
4977,随手,2
4117,产品质量,2
3659,首个,2
5484,所谓,2
7895,权色,2
4119,名企,2
3767,陷入,2
4121,看准,2
3652,大肆,2
3651,设备,2
3650,租房子,2
3648,硬闯,2
444,年轻人,2
4122,水浸,2
4123,白云村,2
4124,冰冻,2
8231,帮人,2
8232,办事,2
7325,乌克兰,2
11,众怒,2
5009,商品,2
7321,基地,2
3630,阻挠,2
7335,聚众,2
3663,一号,2
3686,对面,2
4990,留下,2
4980,美玉,2
195,抑郁症,2
4102,养鸡,2
4103,换钱,2
4104,凄苦,2
4105,晚年,2
4106,季节,2
3680,讨论,2
3765,刚上,2
367,卖钱,2
3676,驾考,2
4110,方法,2
4111,希腊,2
4987,黄土,2
4112,近十年,2
4113,遂宁,2
3668,早上,2
4114,小作坊,2
4115,棉絮,2
4116,胜华,2
4743,楼体,2
8314,要钱,2
3509,舆情,2
7882,徇私舞弊,2
4251,增至,2
4891,冬季,2
5161,倾倒,2
4247,受不了,2
3349,每人,2
7208,捧腹,2
297,撒泼,2
7206,波士顿,2
8418,免于,2
3343,无语,2
5169,从天而降,2
5171,玻璃,2
8387,运输机,2
4252,事故现场,2
7840,球员,2
3337,不力,2
8424,一道,2
7202,斯特拉斯堡,2
4256,车连撞,2
7839,经纪人,2
3332,玩游戏,2
4671,废气,2
8430,第二天,2
7211,皇冠,2
7844,猫腻,2
4761,泡澡,2
7213,俄罗斯,2
8389,突遇,2
3385,铜陵,2
3384,早安,2
8390,全军覆没,2
4229,席卷,2
4894,三口,2
4232,狂风,2
8102,一推,2
8101,轻轻,2
5145,小汽车,2
3958,撤职,2
3372,退还,2
4682,受灾,2
515,党组,2
5147,遇害,2
3368,江南,2
4680,太弱,2
8099,堪称,2
7556,家园,2
4241,头颅,2
7410,气得,2
527,蔓延,2
4670,油烟,2
7835,名贵药材,2
3298,镇安县,2
4659,夫妇,2
3294,致命,2
3292,特斯拉,2
3290,整形,2
5196,关闭,2
4283,红灯,2
4878,佳木斯,2
293,村长,2
4290,超速,2
3283,门牙,2
4877,裂缝,2
7379,专业,2
8078,李嘉,2
8077,海城区,2
5204,欺负,2
3276,排放,2
3275,散落,2
8076,企业主,2
7502,而且,2
8075,民营,2
3270,出口,2
5193,女士,2
3300,致伤,2
4262,坚持,2
7420,太黑,2
4263,内丘,2
3322,流入,2
3321,腐烂,2
3319,冒死,2
531,青浦,2
4669,食堂,2
5182,不幸遇难,2
8437,高邮,2
4266,车里,2
5183,模仿,2
4268,圣诞,2
4269,集市,2
4664,租户,2
4888,融科,2
5186,烧散,2
4663,暖炉,2
5188,称系,2
8092,不负责任,2
5189,乌龙,2
4277,亚洲,2
7825,环境卫生,2
8388,半空,2
4225,人伤,2
5079,头部,2
3459,太仓,2
5100,扬尘,2
5101,擅自,2
3467,责令,2
4756,结伴,2
7251,过来,2
7249,羊肉,2
189,宝宝,2
4192,脱落,2
3813,建工,2
3460,广西南宁,2
4700,商贩,2
8386,军用,2
488,史上,2
4038,哭诉,2
5110,狮子,2
3452,不已,2
4037,患病,2
4036,五旬,2
4197,老父亲,2
4199,电动,2
7239,崩溃,2
8356,急诊室,2
3471,停职,2
319,初中生,2
481,花季,2
376,包子,2
8320,未成年,2
4176,教练车,2
3499,多元,2
3497,聚众赌博,2
3496,容县,2
4708,遭殃,2
3493,路政,2
3492,洋县,2
4909,拆除,2
4178,街边,2
7260,实在,2
7258,辣椒,2
4753,民政部,2
5092,四个,2
475,押金,2
4180,许昌,2
4181,拖移,2
4705,潜入,2
478,揭开,2
8119,枪毙,2
4042,后备箱,2
7544,药房,2
5118,烟尘,2
5119,狗屎,2
4210,西路,2
4211,十多辆,2
4213,被车撞,2
3406,现已,2
4691,中部,2
400,工商局,2
4030,财物,2
4216,吓死,2
504,政协,2
5136,漫天,2
4217,提示,2
8381,开出,2
7548,下手,2
7549,寒碜,2
8382,时速,2
308,好心人,2
4029,莱西,2
7550,先生,2
5139,天冷,2
3393,化州,2
379,每年,2
4686,东莞,2
3408,瓜子,2
3410,内部,2
8359,撞进,2
5130,曲阳,2
5120,蹲守,2
3438,冻结,2
4757,安吉,2
3820,记录,2
8362,守护,2
494,通信,2
3434,出租屋,2
3433,一怒之下,2
5121,店老板,2
3430,清晨,2
7236,女同事,2
3427,赌资,2
3823,不动产,2
3422,贺州,2
4203,运钞车,2
3418,秘书,2
7865,纵容,2
3416,邵阳,2
3415,小姐,2
4205,纷纷,2
4207,命丧,2
7183,鑫进,2
2900,办公室,2
1136,大盗,2
5770,通道,2
2243,实控,2
6456,无辜,2
2242,标的,2
6746,余吨,2
6132,衡阳,2
2232,独家,2
1612,偷走,2
2230,满身,2
5779,凌源,2
6462,咨询,2
9105,濒危,2
2223,隐姓埋名,2
5781,这份,2
9107,成人,2
2219,受贿罪,2
1622,中国电信,2
5785,盗贼,2
6736,会员,2
2212,我院,2
1629,舒服,2
6732,吨生,2
882,一万次,2
884,解恨,2
1605,间谍,2
875,突袭,2
2284,弹药,2
874,反对,2
2282,储存,2
859,破案,2
5749,荆州,2
2275,交付,2
6446,面包,2
1581,惊呆,2
6147,女星,2
9494,道具,2
6760,番禺,2
119,外泄,2
1591,公司老总,2
5760,疏散,2
2262,高中生,2
1596,同伴,2
6755,执迷不悟,2
1109,情妇,2
869,盗取,2
6753,传统,2
1600,辱警,2
2252,十万,2
6749,诟病,2
6454,车位,2
6455,内心,2
886,大兴,2
887,王超,2
6731,北海,2
9118,两地,2
9134,砍死,2
2170,伙同,2
2169,男科,2
6721,第三方,2
6720,摊主,2
1654,客运,2
1092,彻底,2
900,韩城,2
2158,岳母,2
1662,海上,2
5812,公开审理,2
1665,捕鱼,2
1669,宽带,2
6711,起飞,2
6710,携带,2
1670,修水,2
141,驾驶室,2
9153,扣子,2
2142,有限责任,2
1673,戏精,2
6496,陈欧,2
5822,人贩子,2
5823,扫黑,2
9132,牵手,2
9131,嘉宾,2
9130,温婉,2
1636,青海,2
2202,活埋,2
6117,竟成,2
5794,客户端,2
1631,阻止,2
2196,坚定,2
6116,支架,2
2195,边界,2
6115,指环,2
890,襄阳,2
894,突出,2
6473,逆向行驶,2
6724,请求,2
896,治理,2
2185,三观,2
1640,扒皮,2
1094,征地,2
1642,四口,2
9127,非诚,2
9128,勿扰,2
898,夜查,2
899,行动,2
1645,离奇,2
2283,枪支,2
1573,装有,2
6498,诋毁,2
2382,南非,2
9018,仅收,2
2379,险遇,2
6413,始末,2
2378,游泳,2
1510,事实,2
827,惊天,2
2375,汛期,2
828,秘密,2
1511,婚姻,2
2373,嘉陵江,2
9019,钱物,2
2371,手指,2
6187,常识,2
6414,经过,2
5702,取缔,2
9021,名师,2
6803,最近,2
5704,食物中毒,2
6182,禁驾,2
1520,冲向,2
2365,支公司,2
2364,南昌市,2
1143,余起,2
5701,整改,2
9016,隐蔽性,2
5744,杀妻,2
826,埋藏,2
6819,华通,2
6205,封路,2
2411,刺鼻,2
2410,气味,2
6815,骚扰电话,2
2406,收费站,2
1163,抗诉,2
6813,电网,2
5689,干净,2
1489,隆回,2
114,文明,2
6404,投资者,2
1162,不当,2
115,从未,2
819,设卡,2
1499,的哥,2
5695,赌球,2
6409,人防办,2
6191,车身,2
5700,养鸡场,2
6190,为啥,2
1153,黑社会,2
9015,法制日报,2
1522,帝国,2
2361,容留,2
1523,环球,2
2358,连云港市,2
6791,用假,2
6787,抽头,2
1137,徒手,2
9045,大跌眼镜,2
9517,搬离,2
5726,冻得,2
6164,手持,2
5727,瑟瑟,2
5728,发抖,2
1555,皮肤,2
6162,报假警,2
2305,裁定,2
9057,欢心,2
1563,两家,2
1131,环卫,2
9058,礼物,2
6777,愚弄群众,2
6776,恒大誉府,2
1566,暂停,2
2292,持有,2
9507,免密,2
6772,头发,2
1124,灾情,2
2327,质疑,2
5716,一边,2
9035,黄牛,2
1141,组团,2
2357,第一案,2
2356,移送起诉,2
6418,设计师,2
2353,审理,2
2352,区法院,2
1526,万港元,2
2351,内江市,2
1528,卧底,2
1529,半月,2
6799,扬州,2
2346,观察,2
2332,镇长,2
5710,中南,2
834,不孝子,2
6797,火势,2
2342,石头,2
838,年度,2
839,食品药品,2
2336,不行,2
1139,孟州,2
842,无故,2
6794,无视,2
5824,多项,2
2135,作家,2
2417,江都,2
975,门户网站,2
6024,折射,2
9276,淮南,2
9369,相城,2
6621,挥拳,2
6620,闯灯,2
5936,呼呼大睡,2
978,铜川,2
1936,疯传,2
1934,时代,2
9285,流产,2
5948,走路,2
5949,构成,2
1921,一套,2
1794,海丰,2
1042,农用地,2
5951,垫付,2
1039,石料厂,2
1918,柳州,2
9361,全面,2
6014,产权,2
1805,场地,2
1914,救助,2
6564,开始,2
6622,三字经,2
974,人民政府,2
6641,邹城,2
1953,沦丧,2
1767,快豹,2
6543,检讨,2
9261,手脚,2
1974,国有,2
6545,演练,2
5922,普法,2
6547,开玩笑,2
6629,推诿,2
968,大兴区,2
9379,调查结果,2
1966,新闻资讯,2
1777,工作队,2
5927,负责,2
1963,弄虚作假,2
971,铁岭,2
1960,玩耍,2
6626,点融,2
6550,毒枭,2
1958,姐弟,2
1957,丑陋,2
9271,元扣,2
6026,青少年,2
6625,杠杆,2
5954,牢房,2
1811,追究,2
9300,带头,2
1813,修路,2
1878,培养,2
6590,财金,2
5998,摆设,2
1874,男士,2
5978,收银员,2
1871,封面,2
1870,控制,2
1017,管某,2
6587,海豹,2
1866,汽车站,2
1015,理财,2
5981,丰城,2
6586,一枪,2
5983,追责,2
1838,误判,2
9330,请问,2
1858,黄河,2
6574,唏嘘,2
1856,难道,2
6583,表演,2
5989,猎杀,2
1843,产业,2
1844,生态,2
1881,人性,2
6593,体育,2
1885,检修,2
6601,清远,2
131,恐袭,2
1907,郴州,2
6606,陪读,2
5959,弑母,2
1816,户口,2
1029,炒股,2
1901,上街,2
1900,闹矛盾,2
1027,极差,2
1026,室内,2
96,购物,2
1018,贺某,2
6600,专利,2
6003,拖拉机,2
1826,富融,2
997,地下室,2
1023,恒大,2
6597,外地,2
998,手机信号,2
5970,公告,2
1888,一步,2
1887,讲解,2
1985,暂扣,2
6537,剪刀,2
1679,高铁,2
1699,喜欢,2
6510,帮助,2
2085,汇通,2
2083,三亚,2
2081,强揽,2
2080,划伤,2
1703,再现,2
5859,死亡威胁,2
2075,乌兰察布,2
1706,无辜者,2
2074,前男友,2
2073,传谣,2
6515,门户,2
2069,辟谣,2
2068,点着,2
1711,报案,2
6674,国际航班,2
2064,内蒙,2
9203,黑油,2
1076,掌上,2
6672,行李架,2
5868,新郎,2
5869,含泪,2
5871,冠县,2
6509,打耳光,2
6683,国有资产,2
6642,平阳,2
2089,团队,2
6500,来自,2
1683,乘车,2
6701,龙口,2
2128,屋外,2
1686,新买,2
916,博文,2
924,今日,2
6695,城门失火,2
1688,五公里,2
2117,辆车,2
5839,监委,2
1689,变速箱,2
9177,百只,2
5843,讨债,2
5844,遮挡,2
6078,宝妈,2
2106,集成,2
9181,平果,2
928,损毁,2
5847,聊城,2
5850,见到,2
1698,牢狱之灾,2
932,梅李,2
6065,贩毒,2
942,抛尸,2
6518,海啸,2
5873,高平,2
1744,公职人员,2
1745,红线,2
2025,歧视,2
5894,一句,2
6530,盗卖,2
1750,高级人民法院,2
2017,柴油,2
2016,抛锚,2
954,住房,2
955,城乡,2
6648,伊犁州,2
956,建设局,2
957,规避,2
83,军事,2
6535,拍摄,2
6644,评审,2
2000,发车,2
959,消极,2
960,懈怠,2
5906,以案,2
1993,大庆,2
6042,周末,2
6643,职称,2
1743,养猪场,2
1741,某地,2
1740,一块,2
1725,消防员,2
6063,告上,2
6062,绿卡,2
6519,未发,2
2048,除恶,2
5876,逃逸案,2
5877,霍邱,2
5878,两岁,2
1722,登山,2
1723,百米,2
6520,兴业银行,2
6521,存款,2
5886,做出,2
98,这伙,2
1728,药酒,2
6523,支行,2
6665,大鼻子,2
2039,更是,2
9224,龙虎,2
1734,查后,2
1736,配合,2
6054,山林,2
2035,首都,2
817,工商,2
1845,走廊,2
5518,妙龄少女,2
2522,愤怒,2
6858,计划,2
1193,夸大,2
5517,集体性,2
1428,撞飞,2
8941,入狱,2
5516,年前,2
2520,讲述,2
2529,装饰,2
2519,幸存者,2
2658,破裂,2
715,福建省,2
1432,审判长,2
6851,地产,2
5580,夜店,2
9588,震感,2
777,已婚,2
2727,医院院长,2
6901,弃婴,2
5621,终身,2
6238,心存侥幸,2
1317,热力,2
